page_marker;row_no;material;alias;regime;property;value;unit;effect;source;raw_comment
PAGE 7;413;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Лаборатория термообработки ЛТ-2;"Для материала 30ХГСА при режиме закалка зафиксировано свойство «твердость»: 45 HRC; эффект указан как increase."
PAGE 7;414;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 7;415;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Лаборатория термообработки ЛТ-2;"For 15-5PH, aging produced hardness = 42 HRC; the reported effect was increase."
PAGE 7;416;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Отдел металлографии ОМГ-3;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 7;417;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Лаборатория термообработки ЛТ-2;"Для  материала  BT6  при  режиме  отжиг  зафиксировано  свойство  «пpочнoсть»:  980  МРа;  эффект  указан  как  increase."
PAGE 7;418;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 1120 MPa; эффект указан как increase."
PAGE 7;419;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Отдел металлографии ОМГ-3;"Для материала ВТ6 при режиме старение зафиксировано свойство «твердость»: 348 HV; эффект указан как increase."
PAGE 7;420;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Лаборатория термообработки ЛТ-2;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 8;;;;;;;;;;"logical page marker; following rows imitate printed table page"
PAGE 8;421;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Лаборатория термообработки ЛТ-2;"For  30KhGSA,  quenching  produced  hardness  =  45  HRC;  the  reported  effect  was  increase."
PAGE 8;422;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Группа коррозионных испытаний КОР-1;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 8;423;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Центр механических испытаний ЦМИ-4;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 8;424;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
